Frequency_Hz,Deduplicated_PSD_V2_per_Hz,Deduplicated_ASD_V_per_rtHz
13003.9894177235,1.77344424021036e-11,4.21122813465426e-06
13777.2468675169,1.71071348305622e-11,4.13607722734504e-06
14596.4845980113,1.6631707798755e-11,4.07819908768012e-06
15464.4367389769,1.6037344104701e-11,4.00466529246839e-06
16384,1.57295319434864e-11,3.9660473955169e-06
17358.2433379827,1.52196036298668e-11,3.90123104030854e-06
18390.4181995008,1.48260298786496e-11,3.85045839850915e-06
19483.9693722046,1.68929519133901e-11,4.11010363779189e-06
20642.5464814776,1.40104404500391e-11,3.74305229058306e-06
21870.0161707218,1.22456346000338e-11,3.49937631586456e-06
23170.4750059208,8.0441943409464e-12,2.83622889431484e-06
